batch_number,swipe_file_name,product_category,platform,ad_id,authority_used,copy_tone,cta_type,cta_urgency,duration,emotional_journey,format_type,hook_strength,hook_type,hook_verbatim,mechanism,notes,objection_handling,offer_mentioned,overall_score,pacing,problem_identified,product_type,social_proof_elements,standout_element,visual_style,weaknesses
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(95).mp4,"William Kirst (Founder & CEO of KYIR), and a chemist/formulator friend","Empathetic, Educational",Learn More,"Yes - Scarcity (""It's quite possible when you see this will be sold out."")",189,Frustration/Insecurity → Revelation/Anger → Hope/Determination → Confidence/Relief → Trust/Reassurance,"Talking Head, UGC, B-roll, Before/After, Product Demo",5.0,"Warning/Alert, Problem Agitation","""STOP BUYING HAIR GROWTH SERUMS Before you see this..."" Spoken: ""I didn't realize how much my hair was thinning until I started seeing my scalp in pictures.""","The ""World's First Follicle Synergy System™"" uses a breakthrough Swiss ingredient (Patented Redensyl) at high, effective concentrations, ensuring every ingredient is targeted for hair growth rather than just being included for marketing claims.","This is a highly effective founder-led ad. It brilliantly uses the ""insider revealing industry secrets"" angle to build immense trust and differentiate the product in a crowded, skeptical market. By teaching the viewer how to evaluate any serum, it makes KYIR seem like the only logical, science-backed choice. The risk reversal at the end is exceptionally strong.","Price/Value: Explained competitors sell ""expensive water"" while KYIR uses high concentrations. Texture/Usability: Stated it ""absorbed immediately,"" ""didn't feel greasy."" Does it work/Risk: Addressed with founder's success story, before/afters, and 90-day money-back guarantee.","Exclusive introductory offer (15% off discount visible) backed by a 90-day risk-free, no-questions-asked full refund guarantee.",9.0,Medium,"Hair thinning and hair loss, frustration with ineffective, overpriced hair growth serums.",Hair Growth Serum,"Personal before/after photos, Day 30 vs. Day 60 scalp close-up before/afters, Screenshots of positive customer comments, Claims of helping ""thousands of people,"" Media mention logos (British Vogue, Ocean Drive, Lucire, Venice, Miami)","The educational ""trick"" the founder shares about checking ingredient labels (if the active ingredient isn't in the top 5, you're buying ""expensive water""). This provides immediate value, positions him as an honest insider, and effectively disqualifies competitors.","Premium yet authentic. Blends high-quality, documentary-style interview with relatable UGC, lab/warehouse shots, and clean product photography.","At over 3 minutes, the ad is quite long for standard social media feeds. Viewers with shorter attention spans might drop off before reaching the powerful 90-day guarantee and the final call to action."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(96).mp4,"Mentions ""top anti-aging specialists"" in Beverly Hills, shows a doctor (Carl Truesdale, M.D.), and features lab scientists.","Persuasive, Authoritative",Tap the button below,"Yes - ""before this offer expires"" and ""while supplies last""",144,Frustration -> Curiosity -> Hope -> Confidence,Voiceover + B-roll,5.0,Problem Agitation,"""It's not fair. You're losing hair in your 30s while Tom Cruise keeps his past 60.""","The product delivers a copper peptide called GHK-Cu directly into the follicle tissue. This restores a lost signal, reactivating dormant stem cells and rebuilding the collagen matrix to trigger the scalp's natural repair and hair growth process.","This is a highly effective direct-response video. It perfectly executes the ""Problem-Agitate-Solve"" framework, uses a strong pattern interrupt with the celebrity hook, and systematically destroys competing solutions before presenting its own offer as a risk-free no-brainer.","Explicitly calls out and dismisses alternatives (Minoxidil causes shedding, Finasteride has side effects, transplants leave scars/cost too much). Reduces purchase risk with a ""no questions, no fine print"" 90-day guarantee.","40% off first order plus free gifts, backed by a 90-day money-back guarantee",8.0,Fast,Hair loss and thinning hair in men,Hair growth serum,"Before/After photos, Customer testimonials (implied via narration), Doctor/Expert figures","The ad uses a brilliant ""celebrity secret"" hook by analyzing Tom Cruise's hairline to grab attention. It then seamlessly transitions into high-quality scientific animations to build credibility for its specific ingredient.","Fast-paced mix of celebrity footage, scientific animations, and UGC","The core premise relies on heavily implying that a major celebrity uses this specific solution, which skeptical viewers will recognize as a marketing fabrication, potentially hurting brand trust."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(97).mp4,None,"Conversational, Urgent",Click that link below,"Yes - Extreme scarcity. The script heavily emphasizes that it's a small company, they ""sell out in just days,"" they will be ""gone for weeks,"" and he doubts they will be in stock in the next 24 hours.",151,"Frustration (with hair loss and mainstream drugs) → Curiosity (the ""forbidden secret"") → Hope (stories of massive regrowth) → Reassurance (safe ingredients, no side effects) → Urgency (fear of missing out due to low stock) → Action","AI UGC, Talking Head",5.0,"Curiosity Gap, Bold Claim, Warning/Alert","""I'm gonna tell you a forbidden secret for regrowing your hair using one simple peptide...""","The product utilizes a highly concentrated, real GHK-Cu copper peptide combined with biotin and saw palmetto to target DHT at the root and naturally thicken hair strands, unlike cheap synthetic knock-offs.","The video utilizes a very high-quality AI avatar. While realistic at first glance, slight uncanny movements (especially around the mouth and hands) are noticeable upon closer inspection. The dynamic, color-coded text overlays are excellent for retaining attention and ensuring the message lands for sound-off viewers. The choice of a rural background adds to the ""untainted, organic truth"" vibe the script is trying to convey.","Yes - Side effects: Explicitly states ""zero side effects,"" ""no shedding phase like Minoxidil,"" and ""no sexual dysfunction like Finasteride."" Timeline: Manages expectations by stating it won't happen on day one and requires at least 90 days of nightly application. Quality/Skepticism: Warns against ""cheap synthetic knock-offs"" on Amazon and ""underdosed garbage,"" positioning this specific brand as the only effective option.",None,8.0,Medium,"Male hair loss, thinning hair, and receding hairlines",hair growth serum,anecdotal storytelling,"The conspiratorial ""us vs. the hair loss industry"" angle delivered by an older, rugged-looking character in an outdoor setting. It creates a strong pattern interrupt compared to typical clinical or highly polished grooming ads.",raw/authentic,"The complete lack of visual proof. For a hair growth product, failing to show a single before/after photo or visual demonstration of the results is a massive missed opportunity and relies entirely on the viewer trusting the speaker's stories."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(98).mp4,None,"Conversational, Educational",Try it first,No,65,Curiosity -> Proof -> Education -> Relief -> Action,Talking Head,4.0,Question,"""Copper peptides, are you supposed to pin it or apply it directly to your scalp?""","Copper peptides boost circulation, reduce inflammation, and repair the scalp's natural ability to grow hair again without forcing it.","The video is shot in a very native, organic selfie style outdoors, which builds trust and feels like genuine user-generated content. The text overlay and emojis at the beginning effectively hook the specific target audience interested in hair growth. The argument is well-structured, positioning the product as a low-risk alternative to expensive surgeries.","Addresses the cost, pain, and risks associated with hair transplants, injectables, and microneedling.",None,7.0,Medium,hair loss and thinning,copper peptide hair serum,Personal testimonial,"The creator's authentic, conversational tone and the logical breakdown of why a topical serum is a better first step than invasive procedures like hair transplants in Turkey.",raw/authentic,"Lacks a strong, explicit call-to-action at the end and doesn't clearly state the brand name verbally, which could hurt direct conversions."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(99).mp4,"Yes, the video features a figure dressed as a doctor/dermatologist in a clinical office setting, lending expert authority to the product ratings.","Educational, Clinical/Scientific, Conversational",None,No,64,"Curiosity (What works?) → Validation (Popular products are flawed) → Hope (Discovering a highly-rated, lesser-known solution) → Reinforcement (Final debunking of a gimmick).","Doctor Avatar, Talking Head, Listicle, Text-on-screen",4.0,Authority Statement,"""On-screen text: \""DERMATOLOGIST RATES HAIR-GROWTH PRODUCTS 💊\"". Spoken: \""Biotin? Mm-hmm. Two out of ten.\""""","The hero product (GHK-Cu) claims to work by supporting scalp repair and follicle health, strengthening weak follicles, and reducing shedding to support new growth at the root level.","This ad effectively utilizes the popular social media format of ""expert reviews"" to build immediate credibility. By tearing down widely known products first, the speaker establishes themselves as an honest truth-teller before introducing the hero product. The script is strong and educational, but the lack of a closing CTA significantly hinders its potential as a direct-response conversion ad.","The ad preemptively handles objections by debunking popular but often ineffective alternatives (Biotin, Hair Gummies) and addressing the main drawback of a proven alternative (Minoxidil requires strict consistency).",None,7.0,Fast,"Hair loss, thinning hair, and ineffective hair growth treatments.",Hair growth serum/topical treatment,Screenshot of a clinical study text,"The ""tier list/rating"" format is highly engaging, and giving the target product an exaggerated ""12/10"" score makes it stand out sharply against the low scores of widely known competitors.","Clean, clinical, and professional","The video lacks any form of Call to Action (CTA) at the end, missing an opportunity to direct the viewer on where to purchase the winning product. Additionally, the ""doctor"" appears to be an AI-generated avatar, which could reduce trust for viewers who notice the slightly unnatural lip-sync."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(100).mp4,None,"Conversational, Educational",Implicit recommendation to try a high-quality copper peptide serum first,No,64,Curiosity → Education → Relief → Encouragement,"Talking Head, Text-on-screen, Product Demo",4.0,Question,"""Copper peptides, are you supposed to pin it or apply it directly to your scalp?""","Copper peptides boost circulation, reduce inflammation, and repair the scalp's natural ability to grow hair. It works by teaching the scalp how to function properly again rather than forcing unnatural hair growth.","The production is very basic, relying entirely on the creator's delivery and script in a single, continuous take. The text overlay at the beginning effectively hooks a niche audience already familiar with hair loss treatments. While the script is persuasive and educational, the lack of visual evidence and a clear CTA significantly hinders its potential as a direct-response ad.","Addresses the pain, risk, and high costs associated with alternative hair loss solutions (injectables, expensive treatments, hair transplants in Turkey), positioning the serum as a painless, cost-effective first step.",None,6.0,Medium,Hair loss and thinning hair,Topical copper peptide hair growth serum,Personal verbal testimonial,"The casual, ""bro-to-bro"" advice tone. It feels like a genuine recommendation from someone who has done the research, which builds trust with the viewer.","Casual, outdoor selfie-style video with natural lighting","The ad completely lacks visual proof (no before/after photos) despite the speaker claiming ""my results speak for themselves."" Additionally, the specific product brand is barely mentioned or highlighted, and there is no strong, explicit call to action at the end."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065417.745.mp4,"Man dressed in medical scrubs, presenting himself as a doctor or medical expert","Educational, Clinical/Scientific, Conversational",Implied: Click the link to view/purchase the product,No,59,Problem Agitation → Education → Hope/Solution → Action,"AI UGC, Doctor Avatar, Talking Head, Listicle, Text-on-screen",4.0,"Curiosity Gap, Authority Statement","""Rating The Most Popular Jowl Treatments (Brutally Honest)""",The ad claims the solution works by combining microcurrent stimulation (to activate facial muscles and improve lymphatic drainage) with red light therapy (to stimulate collagen production where jowls sag).,"The ""doctor"" in the video appears to be an AI-generated avatar or a deepfake. The lip-syncing is slightly unnatural, and the body movements are somewhat rigid, which is common in AI video generation tools used for marketing. Despite this, the script is well-written for a TikTok/Reels style organic-looking ad, and the text overlays are clear and engaging.","Yes. By rating other treatments poorly due to them being ""risky,"" ""expensive,"" ""invasive,"" or having ""long recovery"" times, the ad pre-emptively handles objections to treating jowls by presenting the final product as ""non-invasive, painless, and a solid at-home option.""",None,7.0,Medium,"Sagging jowls, loss of facial firmness, and lower face aging",at-home beauty device (combining microcurrent and red light therapy),"Mentions red light therapy is ""clinically studied"" and ""dermatologist recommended""","The listicle/rating format. Having an authority figure systematically tear down expensive/popular alternatives builds immense trust before introducing the actual product as the logical ""winner.""",Clean/clinical and polished,"The ad never actually shows the product, names the brand, or provides visual proof (like before/afters) of the specific device working. It relies entirely on the viewer's trust in the avatar's explanation to click the link."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065422.976.mp4,"The ad heavily references ""scientific research,"" displays screenshots of medical journals/articles, and repeatedly cites advice from ""my dermatologist."" It also features B-roll of doctors/surgeons to visually reinforce the medical context.","Aggressive, Educational, Conversational",Soft-sell/Informational,No,120,"Shock/Warning (risks of surgery) → Education (why surgery fails and how the skin actually works) → Hope (introducing the micro-infusion alternative) → Proof (before/afters, social validation) → Action (link to product).","AI UGC, Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo, Before/After",5.0,"Pattern Interrupt, Bold Claim, Warning/Alert","""Stop f***ing ignoring the scientific research about removing hooded eyes.""","A micro-infusion system that stamps regenerative compounds (PDRN and GHK-Cu peptides) directly into the dermal layer to wake up microcirculation and rebuild collagen and elastin, repairing the connective tissue from underneath rather than just cutting away skin.","The script structure is incredibly strong. It successfully ""villainizes"" the most common extreme solution (surgery) by highlighting its flaws and dangers, creating a massive gap in the market that this specific product perfectly fills. The inclusion of high-quality 3D animations adds a layer of scientific credibility that balances out the raw UGC style of the avatar.","Safety/Risk: Heavily contrasts the product with the dangers of blepharoplasty (surgery), citing risks like blindness and bleeding. Skepticism: The speaker admits, ""At first I was a little skeptical because I tried so many things in the past."" Pain: Explicitly states, ""It's painless.""",None,8.0,Fast,Hooded eyes and sagging upper eyelids caused by aging and UV damage.,Micro-infusion skincare system (device + serums),"Multiple before/after photo comparisons, and anecdotal stories of receiving compliments from a gym-goer and a receptionist who noticed she looked younger.","The highly aggressive, profanity-laced hook delivered by an edgy, alternative-looking character. This breaks the typical mold of polished beauty ads and immediately grabs attention, pairing well with the strong anti-surgery narrative.","A mix of edgy/raw UGC (the main speaker), clinical B-roll (surgery clips, doctors), and polished educational 3D animations explaining the skin's layers.","The main speaker is clearly an AI avatar (lip-sync is slightly off, movements are a bit stiff). If viewers notice this, it could immediately break trust, especially for a product claiming to provide physical bodily changes."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065437.319.mp4,Medical professional/clinician,"Educational, Clinical/Scientific, Empathetic",Follow for more evidence-based menopause care,No,86,Validation → Education → Empowerment,"Talking Head, Doctor Avatar, News-style",4.5,Pattern Interrupt,"""Breaking news in menopause. A new study published by the Menopause Society looked at 50,000 women.""","N/A (No product is advertised). The video recommends a ""stack"" of lifestyle changes (morning light, caffeine curfew, strength training, nighttime routine) and targeted sleep therapy.","The video makes excellent use of dynamic, word-by-word on-screen captions. The speaker's delivery is confident, clear, and highly authoritative.","Addresses the medical community's historical focus on hot flashes by validating sleep as a ""core symptom with its own biology.""",None,9.0,Medium-Fast,Severe sleep disturbance during perimenopause and postmenopause,N/A,"Scientific study involving over 50,000 women by the Menopause Society","The immediate citation of the 50,000-woman study.","Raw/authentic, clean","If repurposed as an ad, it would need a transition into a specific product or service solution at the end."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065438.544.mp4,Relatable Authority,"Conversational, Empathetic, Educational",Direct purchase via an on-screen link,"Yes - warning to buy from the official TikTok shop link to avoid ""fake copycats""",191,Frustration → Validation → Education → Trust → Desire → Action,"Talking Head, Product Demo, Text-on-screen, Tutorial",5.0,Problem Agitation,"""If you are over 40 and you are tired of taking skincare advice from 20 and 30-year-olds, this is for you.""","The serum uses a blend of active ingredients (peptides, hyaluronic acid, niacinamide, panthenol, and collagen extracts) to pull in water, moisturize, provide barrier support, and plump the skin, explicitly stating the results come from these ingredients and not the visually appealing ""gold threads.""",The strategy of immediately contrasting herself with the industry standard (20-year-old influencers) is a brilliant positioning move that instantly aligns the creator with her target audience. The packaging of the product (syringe style) adds a pseudo-clinical feel that contrasts nicely with the casual UGC format.,"Handled exceptionally well through an ""anti-marketing"" approach. The creator dedicates a significant portion of the video to explaining exactly what the product will not do (won't replace botox/procedures, won't erase deep wrinkles, won't lift sagging skin overnight). This manages expectations and builds massive trust.",None,9.0,Medium,"Mature skin concerns including dryness, roughness, dullness, fine lines caused by dehydration, thinning skin, and makeup that looks patchy or old on the skin.",Skincare Ampoule/Serum,"on-screen overlays of actual user comments, creator's own visibly glowing skin","The ""honest truth"" segment where the creator explicitly lists the product's limitations is the most powerful element. This transparent approach is highly persuasive and refreshing for a mature audience often skeptical of exaggerated beauty claims. The syringe-like applicator is also a strong visual hook.","Authentic, casual, UGC-style ""Get Ready With Me"" (GRWM) aesthetic","The video is over 3 minutes long, which is quite lengthy for a social media ad and may lead to viewer drop-off before the CTA. The lack of a specific introductory offer might also reduce immediate impulse conversions."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065439.110.mp4,None,"Conversational, Empathetic, Educational",Try it risk-free,No,122,Curiosity → Hope/Relief → Validation/Proof → Reassurance → Action,"Talking Head, Voiceover + B-roll, Testimonial, Text-on-screen",5.0,Curiosity Gap,"""If a stressed, overworked adult wears this magnetic bracelet for eight hours, this is what happens to their body and mind.""","The magnetic field makes contact with the inner wrist, passively interrupting the body's stress signals all day without requiring active mental effort.","The script structure is highly effective, utilizing a 'what happens if' hook that immediately grabs and retains attention. The rapid integration of varied testimonials mid-video perfectly counters the natural skepticism that arises when discussing magnetic therapy. High-quality, bold text overlays ensure accessibility and engagement for sound-off viewing.","Directly addresses skepticism ('I didn't believe in it', 'belief isn't doing the work, wearing it is') and effort objections ('no pills, no apps, no routines to fail').","90-Day Guarantee (send it back if you feel nothing, no hoops).",9.0,Medium,"Chronic stress, feeling 'on edge', and being overworked.",Magnetic stress-relief bracelet,"Multiple user testimonials detailing personal experiences and behavioral changes (e.g., sleeping better, being less snappy).","The chronological breakdown of benefits (1 second, 15 minutes, 2 hours, 8 hours, 24 hours, days 3-7) makes the abstract promise of stress relief feel highly concrete, measurable, and believable.",Authentic UGC-style talking head mixed with polished lifestyle B-roll,"The actual scientific explanation of how magnets interrupt stress signals is very brief and lacks authoritative backing (like a doctor's endorsement), which might leave highly analytical buyers skeptical."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065439.575.mp4,None,"Conversational, Urgent",Act Now,Yes - Emphasizes current low price and fear of missing out,42,Warning/Regret → Surprise/Satisfaction → Frustration/Urgency → Action,"AI UGC, Talking Head, Text-on-screen",4.0,Warning/Alert,"""Always read the reviews before you buy the freaking products especially on Facebook""","The product packaging highlights ""Peptide-Powered Deep Collagen"" and ""Acetyl Hexapeptide-8 'Topical Botox' Peptide"".","The script is highly optimized for social media feeds, using strong emotional triggers and relatable language. Text overlays are well-timed to highlight important words. Visual aids like a fake TikTok feed, review pop-ups, and product close-ups maintain visual interest. The AI voice generation is expressive and matches the intended tone.","Skepticism (product effectiveness), Price (value of current offer)","50% off, Buy 2 Get 1 Free",8.0,Fast,"Crow's feet, eye bags, tired-looking eyes",Eye mask,"Viral mentions, simulated TikTok reviews, graphic of written reviews","The ""regret"" angle, where the persona acts frustrated about paying full price, making the current discount seem more valuable and the review more authentic.","Bright, clean, authentic lifestyle UGC","The AI generation is noticeable with slightly off lip-sync and unnatural facial movements, creating an ""uncanny valley"" effect that could break trust."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065442.861.mp4,None,"Conversational, Persuasive",Tag your smoking buddy,No,57,Skepticism → Frustration → Curiosity → Surprise → Relief,"AI UGC, Talking Head",5.0,Problem Agitation,"""A bracelet that makes you forget to smoke? Sounds like total BS. That's exactly what I thought too.""","The bracelet uses 17,000 Gauss magnets pulsing through the wrist to hit the exact spot that kills the nicotine switch in the brain.","The ad effectively uses the 'reluctant convert' angle to build trust and disarm skeptics. The visual representation of the magnetic pulses adds a compelling, easy-to-understand layer to the mechanism. The AI avatar is somewhat realistic but has an uncanny valley effect.",Addresses the immediate skepticism by agreeing that the product sounds like 'total BS' before proving it works.,None,8.0,Medium,"Inability to quit smoking and the failure of traditional methods like patches, gum, and cold turkey.",anti-smoking magnetic bracelet,"Personal success story, Friend's success story",The highly visual AI-generated anatomical animations showing the magnetic pulses traveling from the wrist to the brain.,clinical with AI-generated anatomical animations,"The AI avatar and generated images have an uncanny valley effect, and the scientific claims lack actual medical backing."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI-2026-06-18T065446.168.mp4,None,"Conversational, Educational","Comment ""Grow"" to get the product link via DM",No,34,Curiosity (celebrity hair) → Secret Revealed (common hack) → Solution (product demo) → Proof (before/after) → Action (comment for link),"Talking Head, Product Demo, Before/After, Text-on-screen",4.0,Curiosity Gap,"""Adda deiii, ippo thana da Simbu oda hair romba short ah irunthuchu, ippo epdi ivlo seekarama long aayiruchu?""","The product utilizes a potent mixture of rosemary and rice water, which when massaged into the scalp, stimulates hair follicles for faster, thicker, and healthier hair growth.","This ad is perfectly optimized for modern social media algorithms (like Instagram Reels) by utilizing the ""comment a keyword for a DM link"" strategy, which artificially boosts engagement metrics. The fast-paced editing, dynamic text overlays, and relatable creator tone make it feel like organic content rather than a traditional advertisement.",Addresses skepticism about whether it actually works by showing personal 4-week before and after photo evidence.,None,8.0,Fast,"Slow hair growth, hair thinning, and lack of volume",Hair growth spray (Bare Anatomy Rosemary & Rice Water),"Celebrity reference (Simbu, Suriya, Dhanush), Creator's own Before/After photo results (showing 4 weeks progress)",The opening hook effectively leverages pop culture by pointing out a well-known celebrity's rapid hair transformation to immediately grab the viewer's attention and create a curiosity gap.,"Raw/authentic, UGC lifestyle","The actual product bottle and brand name are introduced quite late in the video (around 0:24), which might result in lost brand awareness if viewers scroll away early."
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI.mp4,Pets,"Warning/Alert, Problem Agitation",5,9,"Doctor Avatar, Voiceover + B-roll, VSL",Hook/Warning -> Agitation -> Root Cause Reveal -> Solution Introduction -> Social Proof -> Risk Reversal & CTA,Doctor,"Urgent, Authoritative, Empathetic, Conspiratorial",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(1).mp4,Pets,Warning/Alert,5,9,Doctor Avatar,"Problem Identification (4 warning signs) -> Root Cause Explanation (cellular debris, not just old age) -> Agitation (vision will continue to degrade) -> Solution Introduction (Aura Pets) -> Mechanism of Action (key ingredients & nano-absorption vs. pills) -> Social Proof & Guarantee -> Urgent Call to Action.",Doctor,Educational,Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(2).mp4,Pets,"Warning/Alert, Problem Agitation",5,9,"Doctor Avatar, Voiceover + B-roll, Text-on-screen, Before/After, Animation, Product Demo",Shocking Story/Warning → Problem Agitation (anesthesia risks & broken system) → Failure of Alternatives → Solution Intro (Expert discovery) → Mechanism Explanation → Proof (Case studies & trial stats) → Offer & CTA,"Doctor, Expert","Shocking, Urgent, Empathetic, Educational, Authoritative",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(3).mp4,Pets,Warning/Alert,4,9,"Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo","Problem Agitation (cats avoiding stagnant water/dirty plastic) → Severe Consequences (kidney disease, UTIs, high vet bills) → Solution Introduction (KittySpout) → Mechanism & Features (stainless steel, flowing water, quiet pump) → Social Proof & Authority (vet recommended, 600k+ cats) → Value Stack & Offer (50% off + free gifts) → Urgency/Scarcity (low stock) → Risk Reversal (365-day guarantee) → CTA",Doctor,"Educational, Urgent, Authoritative, Empathetic",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(4).mp4,Pets,Problem Agitation,4,9,"Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo, Testimonial",Problem → Agitation → Solution → Mechanism → Proof → Offer → CTA,Doctor,"Educational, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(5).mp4,Pets,"Problem Agitation, Controversy/Contrarian",4,9,"Voiceover + B-roll, Text-on-screen, Animation, Testimonial, Product Demo",Problem Agitation -> Ineffective Solutions -> Root Cause Explanation (Mechanism) -> Product Introduction -> Social Proof/Authority -> Risk Reversal -> Urgency -> CTA,"Expert, Customer Testimonial","Empathetic, Educational, Urgent",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(6).mp4,Pets,"Warning/Alert, Controversy/Contrarian",5,9,"Doctor Avatar, Voiceover + B-roll, VSL",Problem → Agitation → Mechanism → Solution → Proof → CTA,Doctor,"Urgent, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(7).mp4,Pets,"Problem Agitation, Controversy/Contrarian",5,9,"Voiceover + B-roll, Text-on-screen, Before/After, Product Demo",Problem -> Agitation -> Root Cause/Mechanism -> Solution -> Proof -> Urgency -> CTA,Expert,"Empathetic, Frustrated, Authoritative, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(8).mp4,Pets,Problem Agitation,5,8.5,"Voiceover + B-roll, Testimonial, Product Demo","Problem (Dog is dying of joint pain) → Agitation (Tried everything, spent thousands, nothing worked) → Discovery (Late-night research) → Mechanism Explanation (Synovial drying) → Solution (The ritual) → Proof (Day-by-day recovery video) → Call to Action",Expert,"Emotional, Empathetic, Hopeful",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(9).mp4,Pets,"Controversy/Contrarian, Problem Agitation",4,9,"Talking Head, Voiceover + B-roll, Text-on-screen, Before/After, Product Demo",Problem → Agitation → Mechanism → Solution → Proof → CTA,Expert,"Educational, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(10).mp4,Health/Supplements,"Problem Agitation, Curiosity Gap",5,9,"Talking Head, Text-on-screen, Before/After, Product Demo, Animation",Problem Agitation → Failed Solutions → Educational Mechanism → Solution Reveal → Proof/Testimonials → Risk-Free Offer → CTA,UGC Creator,"Conversational, Educational, Empathetic",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(11).mp4,Health/Supplements,"Curiosity Gap, Question, Bold Claim",5,8,"Talking Head, Voiceover + B-roll, Text-on-screen, Animation","Bizarre/Curiosity Hook -> Problem Agitation (Current treatments fail) -> Root Cause Reveal (Internal immune/bacterial issue) -> Consequence Amplification (Fear of spreading, amputation) -> Solution Tease -> Call to Action (Watch VSL)","Doctor, Scientist, Expert","Authoritative, Educational, Urgent, Shocking",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(12).mp4,Beauty/Skincare,"Warning/Alert, Problem Agitation",5,9,"Talking Head, B-Roll, Graphics",Problem → Agitation → Education → Solution → Offer → CTA,Other,"Informative, Relatable, Direct, Urgent",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(13).mp4,Beauty/Skincare,Curiosity Gap,5,9,Talking Head,"The ad starts by hooking the viewer with the 'celebrity secret' to youthful skin, then agitates the problem of expensive professional treatments and ineffective topical creams. It introduces Luuma as the affordable, at-home solution, explains the micro-infusion mechanism with clear visuals, and builds overwhelming proof through a '5 reasons' listicle format featuring UGC, celebrity mentions, and reviews. It concludes with a strong, risk-free offer and an urgent CTA.",UGC Creator,Educational,Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(14).mp4,Beauty/Skincare,Warning/Alert,5,9,"UGC-Style Direct Response, Educational Vlog",Problem (Using soap ruins skin) -> Agitation (Men's skincare is confusing/expensive) -> Education (Skin barrier mechanics) -> Solution (Zenith Tallow Cream) -> Proof (Social montage/Guarantee) -> CTA,Relatable Peer / 'Everyman' (supported by anecdotal Dermatologist advice),"Conversational, informative, empathetic, persuasive",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(15).mp4,Apparel,Problem Agitation,4,9,"Voiceover + B-roll, Text-on-screen, Animation, Before/After, Product Demo",Problem → Agitation → Education/Mechanism → Solution → Proof → CTA,None,"Empathetic, Educational, Authoritative",Medium
